grid,value,label
1320034249,2007,NER_O
1320034249,hundred,NER_O
1320034249,hospital.after,NER_O
1320034249,do,NER_O
1320034249,end,NER_O
1320034249,one,NER_O
1320034249,incident,NER_O
1320034249,abuse,NER_O
1320034249,three,NER_O
1320034249,male,NER_O
1320034249,nation,NER_O
1320034249,have,NER_O
1320034249,thinadhoo,NER_O
1320034249,possession,NER_O
1320034249,alleged,NER_O
1320034249,atoll,NER_O
1320034249,guilty,NER_O
1320034249,island,NER_O
1320034249,Gaaf Dhaal,NER_Location
1320034249,injury,NER_O
1320034249,Ibrahim Shah,NER_Person
1320034249,reports.ziyadha,NER_O
1320034249,from,NER_O
1320034249,accord,NER_O
1320034249,Naeem,NER_Person
1320034249,trial,NER_O
1320034249,after,NER_O
1320034249,die,NER_O
1320034249,homicide,NER_O
1320034249,media,NER_O
1320034249,find,NER_O
1320034249,life-threatening,NER_O
1320034249,37,NER_O
1320034249,cause,NER_O
1320034249,negligent,NER_O
1320034249,marital,NER_O
1320034249,manslaughter,NER_O
1320034249,thinadhoo,NER_O
1320034249,rape,NER_O
1320034249,pornography,NER_O
1320034249,closed-door,NER_O
1320034249,charge,NER_O
1320034249,over,NER_O
1320034249,acquit,NER_O
1320034249,death,NER_O
1320034249,who,NER_O
1320034249,he,NER_O
1320034249,December 2015,NER_Date
1320034249,wife,NER_O
1320034249,court,NER_O
1320034249,Thursday,NER_Date
1320034249,criminal,NER_O
1320034249,man,NER_O
1320034249,time,NER_O
1320034249,she,NER_O
1320034249,accuse,NER_O
1320034249,sexually,NER_O
1320034249,allegation,NER_O
1320034249,deny,NER_O
1320034249,family,NER_O
1320034249,rape,NER_O
1320034249,husband,NER_O
1320034249,marital,NER_O
1320034249,sharp,NER_O
1320034249,assault,NER_O
1320034249,object.at,NER_O
1320034249,perpetrator,NER_O
1320034249,identify,NER_O
1320034249,intimate,NER_O
1320034249,partner,NER_O
1320034249,one,NER_O
1320034249,five,NER_O
1319994745,72,NER_O
1319994745,she,NER_O
1319994745,present,NER_O
1319994745,she,NER_O
1319994745,however,NER_O
1319994745,family,NER_O
1319994745,succumb,NER_O
1319994745,other,NER_O
1319994745,morning.rout,NER_O
1319994745,son,NER_O
1319994745,disease,NER_O
1319994745,member,NER_O
1319994745,all,NER_O
1319994745,death,NER_O
1319994745,bed,NER_O
1319994745,he,NER_O
1319994745,dr,NER_O
1319994745,this morning,NER_Time
1319994745,Bhubaneswar,NER_Location
1319994745,senior,NER_O
1319994745,pass,NER_O
1319994745,here,NER_O
1319994745,away,NER_O
1319994745,private,NER_O
1319994745,leader,NER_O
1319994745,BJP,NER_Organization
1319994745,hospital,NER_O
1319994745,wife,NER_O
1319994745,Snehalata Mahapatra,NER_Person
1319994745,Damodar Rout,NER_Person
1319994745,month,NER_O
1319994745,here,NER_O
1319994745,hospital,NER_O
1319994745,have,NER_O
1319994745,private,NER_O
1319994745,now,NER_O
1319994745,kidney-related,NER_O
1319994745,treatment,NER_O
1319994745,Snehalatha,NER_Person
1319994745,undergo,NER_O
1319994745,disease,NER_O
1319994745,few,NER_O
1319714494,two,NER_O
1319714494,those,NER_O
1319714494,Christchurch,NER_Location
1319714494,story,NER_O
1319714494,life,NER_O
1319714494,attack,NER_O
1319714494,mosque,NER_O
1319714494,kill,NER_O
1319995312,Thursday,NER_Date
1319995312,Arif Khan,NER_Person
1319995312,one,NER_O
1319995312,imprisonment,NER_O
1319995312,councilor,NER_O
1319995312,Anti-Terrorist Court,NER_Organization
1319995312,ATC,NER_Organization
1319995312,Pakistan,NER_Location
1319995312,Peshawar,NER_Location
1319995312,lynch,NER_O
1319995312,award,NER_O
1319995312,suspect,NER_O
1319995312,life,NER_O
1319995312,tehreek-i-insaf,NER_O
1319995312,involvement,NER_O
1319995312,Mashal,NER_Person
1319995312,other,NER_O
1319995312,Asad,NER_Person
1319995312,sentence,NER_O
1319995312,February 2018,NER_Date
1319995312,today,NER_O
1319995312,57,NER_O
1319995312,total,NER_O
1319995312,Thursday,NER_Date
1319995312,suspect,NER_O
1319995312,out,NER_O
1319995312,four,NER_O
1319995312,remain,NER_O
1319995312,court,NER_O
1319995312,"February 7, 2018",NER_Date
1319995312,sentence,NER_O
1319995312,57,NER_O
1319995312,court,NER_O
1319995312,out,NER_O
1319995312,aa-kpk,NER_O
1319995312,separately,NER_O
1319995312,15,NER_O
1319995312,year,NER_O
1319995312,imprisonment,NER_O
1319995312,he,NER_O
1319995312,rs,NER_O
1319995312,fine,NER_O
1319995312,five,NER_O
1319995312,section,NER_O
1319995312,rigorous,NER_O
1319995312,under,NER_O
1319995312,along,NER_O
1319995312,award,NER_O
1319995312,take,NER_O
1319995312,university,NER_O
1319995312,circulate,NER_O
1319995312,within,NER_O
1319995312,video,NER_O
1319995312,catch,NER_O
1319995312,premise,NER_O
1319995312,media,NER_O
1319995312,later,NER_O
1319995312,place,NER_O
1319995312,lynching,NER_O
1319995312,which,NER_O
1319995312,social,NER_O
1319995312,Abdul Wali Khan University Mardan,NER_Person
1319995312,communication,NER_O
1319995312,student,NER_O
1319995312,allege,NER_O
1319995312,mob,NER_O
1319995312,blasphemy,NER_O
1319995312,he,NER_O
1319995312,khan,NER_O
1319995312,lynch,NER_O
1319995312,awkum,NER_O
1319995312,two,NER_O
1319995312,Izhar,NER_Person
1319995312,over,NER_O
1319995312,mass,NER_O
1319995312,acquitted.mashal,NER_O
1319995312,Sabir,NER_Person
1319995312,namely,NER_O
1319995312,accusation,NER_O
1319995312,other,NER_O
1319995312,shock,NER_O
1319995312,law,NER_O
1319995312,misuse,NER_O
1319995312,over,NER_O
1319995312,spark,NER_O
1319995312,horrific,NER_O
1319995312,blasphemy,NER_O
1319995312,debate,NER_O
1319995312,Pakistan,NER_Location
1319995312,incident,NER_O
1319995312,nation,NER_O
1319995312,last,NER_O
1319995312,1,NER_O
1319995312,two,NER_O
1319995312,Imran Ali,NER_Person
1319995312,another,NER_O
1319995312,hand,NER_O
1319995312,code,NER_O
1319995312,Pakistan,NER_Location
1319995312,rs100,NER_O
1319995312,hanging.he,NER_O
1319995312,under,NER_O
1319995312,7,NER_O
1319995312,before,NER_O
1319995312,year,NER_O
1319995312,judicial,NER_O
1319995312,prime,NER_O
1319995312,magistrate,NER_O
1319995312,Anti-Terrorism Act,NER_Misc
1319995312,along,NER_O
1319995312,section,NER_O
1319995312,Mashal,NER_Person
1319995312,fine,NER_O
1319995312,b,NER_O
1319995312,accuse,NER_O
1319995312,have,NER_O
1319995312,who,NER_O
1319995312,confess,NER_O
1319995312,count,NER_O
1319995312,shoot,NER_O
1319995312,death,NER_O
1319995312,sentence,NER_O
1319995312,PPC,NER_Organization
1319995312,302,NER_O
1319995312,penal,NER_O
1319995312,first,NER_O
1319995312,charge,NER_O
1319995312,report,NER_O
1319995312,involvement,NER_O
1319995312,suspect,NER_O
1319995312,lynching,NER_O
1319995312,total,NER_O
1319995312,people,NER_O
1319995312,61,NER_O
1319995312,information,NER_O
1319994747,Pratyusha Rajeswari,NER_Person
1319994747,MLA,NER_Organization
1319994747,exodus,NER_O
1319994747,BJD,NER_Organization
1319994747,mp,NER_O
1319994747,K Narayan,NER_Person
1319994747,resign,NER_O
1319994747,from,NER_O
1319994747,Purnachandra Nayak,NER_Person
1319994747,BJP,NER_Organization
1319994747,join,NER_O
1319994747,undergo,NER_O
1319994747,last night,NER_Time
1319994747,treatment,NER_O
1319994747,she,NER_O
1319994747,die,NER_O
1319994747,private,NER_O
1319994747,hospital,NER_O
1319994747,hospital.during,NER_O
1319994747,about,NER_O
1319994747,she,NER_O
1319994747,routray,NER_O
1319994747,daughter,NER_O
1319994747,infomr,NER_O
1319994747,demise,NER_O
1319994747,bjd,NER_O
1319994747,former,NER_O
1319994747,mother,NER_O
1319994747,pritinanda,NER_O
1319994747,corporator,NER_O
1319994747,media,NER_O
1319994747,long,NER_O
1319994747,ill,NER_O
1319994747,supervision,NER_O
1319994747,under,NER_O
1319994747,day,NER_O
1319994747,she,NER_O
1319994747,medical,NER_O
1319994747,may,NER_O
1319994747,Modi,NER_Person
1319994747,campaigner,NER_O
1319994747,list,NER_O
1319994747,party,NER_O
1319994747,Odisha BJP,NER_Organization
1319994747,BJD,NER_Organization
1319994747,quit,NER_O
1319994747,recommend,NER_O
1319994747,Shah,NER_Person
1319994747,star,NER_O
1319994747,Kantabanji MLA Ayub Khan,NER_Person
1319994747,you,NER_O
1319994747,wife,NER_O
1319994747,today,NER_O
1319994747,BJP,NER_Organization
1319994747,Damodar Rout,NER_Person
1319994747,leader,NER_O
1319994747,senior,NER_O
1319994747,Bhubaneswar,NER_Location
1319994747,pass,NER_O
1319994747,rout,NER_O
1319994747,prolonged,NER_O
1319994747,after,NER_O
1319994747,snehalata,NER_O
1319994747,illness,NER_O
1319994747,away,NER_O
1319994747,she,NER_O
1319994747,72,NER_O
1319994748,son,NER_O
1319994748,away.notably,NER_O
1319994748,pass,NER_O
1319994748,survive,NER_O
1319994748,Tamil,NER_Misc
1319994748,lawmaker,NER_O
1319994748,assembly,NER_O
1319994748,he,NER_O
1319994748,represent,NER_O
1319994748,sulur,NER_O
1319994748,wife,NER_O
1319994748,constituency,NER_O
1319994748,daughter,NER_O
1319994748,residence,NER_O
1319994748,nadu.kanagaraj,NER_O
1319994748,when,NER_O
1319994748,All India,NER_Misc
1319994748,aged,NER_O
1319994748,64,NER_O
1319994748,R. Kanagaraj,NER_Person
1319994748,heart,NER_O
1319994748,Anna Dravida Munnetra Kazhagam,NER_Person
1319994748,morning,NER_O
1319994748,AIADMK,NER_Organization
1319994748,die,NER_O
1319994748,attack,NER_O
1319994748,lawmaker,NER_O
1319994748,new,NER_O
1319994748,Thursday,NER_Date
1319994748,delhi,NER_O
1319994748,Tamil Nadu,NER_Location
1319994748,AIADMK,NER_Organization
1319994748,down,NER_O
1319994748,Assembly,NER_Organization
1319994748,sulur,NER_O
1319994748,along,NER_O
1319994748,come,NER_O
1319994748,Coimbatore,NER_Location
1319994748,legislator,NER_O
1319994748,seat,NER_O
1319994748,114,NER_O
1319994748,number,NER_O
1319994748,April 18,NER_Date
1319994748,poll,NER_O
1319994748,by-election,NER_O
1319994748,Speaker.The Election Commission,NER_Organization
1319994748,have,NER_O
1319994748,assembly,NER_O
1319994748,vacant,NER_O
1319994748,constituency,NER_O
1319994748,go,NER_O
1319994748,22,NER_O
1319994748,up,NER_O
1319994748,kanagaraj,NER_O
1319994748,part,NER_O
1319994748,Lok Sabha,NER_Location
1319994748,announce,NER_O
1319994748,death,NER_O
1319994748,district.with,NER_O
1319994748,18,NER_O
1319994748,include,NER_O
1319994536,Dhaka,NER_Location
1319994536,when,NER_O
1319994536,he,NER_O
1319994536,meherpur,NER_O
1319994536,today.the,NER_O
1319994536,Abdur Razzak,NER_Person
1319994536,station.the,NER_O
1319994536,hit,NER_O
1319994536,early,NER_O
1319994536,50,NER_O
1319994536,truck,NER_O
1319994536,madrasa,NER_O
1319994536,say,NER_O
1319994536,teacher,NER_O
1319994536,Suhrawardy Medical College,NER_Organization
1319994536,die,NER_O
1319994536,Mirpur,NER_Location
1319994536,send,NER_O
1319994536,am,NER_O
1319994536,officer-in-charge,NER_O
1319994536,decease,NER_O
1319994536,identify,NER_O
1319994536,after,NER_O
1319994536,spot,NER_O
1319994536,around,NER_O
1319994536,district.razzak,NER_O
1319994536,kill,NER_O
1319994536,police,NER_O
1319994536,body,NER_O
1319994536,morgue,NER_O
1319994536,road,NER_O
1319994536,Dadon Fakir,NER_Person
1320042773,56,NER_O
1320042773,which,NER_O
1320042773,hospital,NER_O
1320042773,pm,NER_O
1320042773,vomit,NER_O
1320042773,said.shivalli,NER_O
1320042773,he,NER_O
1320042773,c,NER_O
1320042773,attack,NER_O
1320042773,say,NER_O
1320042773,Hubballi,NER_Location
1320042773,follow,NER_O
1320042773,die,NER_O
1320042773,minister,NER_O
1320042773,around,NER_O
1320042773,fever,NER_O
1320042773,1.40,NER_O
1320042773,Karnataka Municipal Administration,NER_Organization
1320042773,heart,NER_O
1320042773,complain,NER_O
1320042773,Friday,NER_Date
1320042773,s,NER_O
1320042773,source,NER_O
1320042773,where,NER_O
1320042773,Shivalli,NER_Person
1320042773,admit,NER_O
1320042773,pm,NER_O
1320042773,colleague,NER_O
1320042773,visit,NER_O
1320042773,till,NER_O
1320042773,collapse,NER_O
1320042773,Shivalli,NER_Person
1320042773,building,NER_O
1320042773,he,NER_O
1320042773,9,NER_O
1320042773,Hassan,NER_Location
1320042773,i,NER_O
1320042773,say,NER_O
1320042773,Dharwad,NER_Location
1320042773,party,NER_O
1320042773,yesterday,NER_O
1320042773,my,NER_O
1320042773,site,NER_O
1320042773,during,NER_O
1320042773,cabinet,NER_O
1320042773,event,NER_O
1320042773,when,NER_O
1320042773,coalition,NER_O
1320042773,Cabinet,NER_Organization
1320042773,he,NER_O
1320042773,Kumaraswamy-led,NER_Misc
1320042773,induct,NER_O
1320042773,December last year,NER_Date
1320042773,expand,NER_O
1320042773,have,NER_O
1320042773,grief,NER_O
1320042773,Congress,NER_Organization
1320042773,say,NER_O
1320042773,disease,NER_O
1320042773,news,NER_O
1320042773,death,NER_O
1320042773,three-time,NER_O
1320042773,H D Kumaraswamy,NER_Person
1320042773,later,NER_O
1320042773,Shivalli,NER_Person
1320042773,district,NER_O
1320042773,Thursday,NER_Date
1320042773,till,NER_O
1320042773,from,NER_O
1320042773,source,NER_O
1320042773,he,NER_O
1320042773,chief,NER_O
1320042773,independent,NER_O
1320042773,MLA,NER_Organization
1320042773,Kundgol,NER_Location
1320042773,twice,NER_O
1320042773,get,NER_O
1320042773,about,NER_O
1320042773,said.expressing,NER_O
1320042773,night,NER_O
1320042773,Dharwad,NER_Location
1320042773,history,NER_O
1320042773,once,NER_O
1320042773,minister,NER_O
1320042773,heart,NER_O
1320042773,community,NER_O
1320042773,those,NER_O
1320042773,close,NER_O
1320042773,consider,NER_O
1320042773,Shivalli,NER_Person
1320042773,Kuruba,NER_Location
1320042773,among,NER_O
1320042773,former,NER_O
1320042773,minister,NER_O
1320042773,Siddaramaiah,NER_Person
1320042773,Congress Legislature Party,NER_Organization
1320042773,chief,NER_O
1320042773,leader,NER_O
1319994750,role,NER_O
1319994750,suffer,NER_O
1319994750,breast,NER_O
1319994750,1971,NER_Date
1319994750,am.she,NER_O
1319994750,like,NER_O
1319994750,7.30,NER_O
1319994750,city,NER_O
1319994750,cancer,NER_O
1319994750,film,NER_O
1319994750,Shankara Hospital,NER_Location
1319994750,know,NER_O
1319994750,vriksha,NER_O
1319994750,Phaniyamma,NER_Location
1319994750,she,NER_O
1319994750,vamsha,NER_O
1319994750,die,NER_O
1319994750,from,NER_O
1319994750,Adi Shankaracharya,NER_Person
1319994750,1983,NER_Date
1319994750,iconic,NER_O
1319994750,Thursday,NER_Date
1319994750,role,NER_O
1319994750,morning,NER_O
1319994750,play,NER_O
1319994750,yesteryear,NER_O
1319994750,who,NER_O
1319994750,pass,NER_O
1319994750,actor,NER_O
1319994750,away,NER_O
1319994750,L V Sharada Rao,NER_Person
1319994750,Phaniyamma,NER_Location
1319994750,vriksha,NER_O
1319994750,direct,NER_O
1319994750,award,NER_O
1319994750,she,NER_O
1319994750,win,NER_O
1319994750,national,NER_O
1319994750,Sharada,NER_Person
1319994750,first,NER_O
1319994750,vamsha,NER_O
1319994750,Girish Karnad,NER_Person
1319994750,movie,NER_O
1319994750,B V Karanth,NER_Person
1319994750,character,NER_O
1319994750,g,NER_O
1319994750,movies.dailyhunt,NER_O
1319994750,lead,NER_O
1319994750,iyer,NER_O
1319994750,have,NER_O
1319994750,l,NER_O
1319994750,many,NER_O
1319994750,she,NER_O
1319994570,after,NER_O
1319994570,teacher,NER_O
1319994570,meherpur,NER_O
1319994570,Dadon Fakir,NER_Person
1319994570,truck,NER_O
1319994570,police,NER_O
1319994570,Suhrawardy Medical College,NER_Organization
1319994570,say,NER_O
1319994570,50,NER_O
1319994570,around,NER_O
1319994570,station.the,NER_O
1319994570,identify,NER_O
1319994570,officer-in-charge,NER_O
1319994570,Abdur Razzak,NER_Person
1319994570,morgue,NER_O
1319994570,hit,NER_O
1319994570,Mirpur,NER_Location
1319994570,he,NER_O
1319994570,early,NER_O
1319994570,spot,NER_O
1319994570,decease,NER_O
1319994570,when,NER_O
1319994570,kill,NER_O
1319994570,am,NER_O
1319994570,die,NER_O
1319994570,body,NER_O
1319994570,madrasa,NER_O
1319994570,today.the,NER_O
1319994570,road,NER_O
1319994570,district.razzak,NER_O
1319994570,send,NER_O
1319994570,Dhaka,NER_Location
1319994749,wife,NER_O
1319994749,she,NER_O
1319994749,here,NER_O
1319994749,senior,NER_O
1319994749,Snehalata Mohapatra,NER_Person
1319994749,BJP,NER_Organization
1319994749,breathe,NER_O
1319994749,Damodar Rout,NER_Person
1319994749,last,NER_O
1319994749,private,NER_O
1319994749,leader,NER_O
1319994749,Bhubaneswar,NER_Location
1319994749,Thursday,NER_Date
1319994749,hospital,NER_O
1319994749,Biju Janata Dal,NER_Person
1319994749,presumably,NER_O
1319994749,too,NER_O
1319994749,he,NER_O
1319994749,son,NER_O
1319994749,Naveen Niwas,NER_Organization
1319994749,lobby,NER_O
1319994749,from,NER_O
1319994749,Dama,NER_Person
1319994749,party,NER_O
1319994749,daughter,NER_O
1319994749,spot,NER_O
1319994749,ticket,NER_O
1319994749,resign,NER_O
1319994749,while,NER_O
1319994749,she,NER_O
1319994749,tribute,NER_O
1319994749,husband,NER_O
1319994749,soul.expelled,NER_O
1319994749,decease,NER_O
1319994749,join,NER_O
1319994749,residence,NER_O
1319994749,Sambit Routray,NER_Person
1319994749,March 14,NER_Date
1319994749,gloom,NER_O
1319994749,while,NER_O
1319994749,pay,NER_O
1319994749,daughter,NER_O
1319994749,son,NER_O
1319994749,preetinanda,NER_O
1319994749,depart,NER_O
1319994749,routray.a,NER_O
1319994749,bjd,NER_O
1319994749,last,NER_O
1319994749,descend,NER_O
1319994749,survive,NER_O
1319994749,rout,NER_O
1319994749,leader,NER_O
1319994749,BJP,NER_Organization
1319994749,pall,NER_O
1319994749,Snehalata,NER_Location
1319994749,day,NER_O
1319994749,hospital,NER_O
1319994749,72-year,NER_O
1319994749,treatment,NER_O
1319994749,undergo,NER_O
1319994749,some,NER_O
1319994749,private,NER_O
1319994749,old,NER_O
1319994749,have,NER_O
1319994749,pnn,NER_O
1320038921,passage,NER_O
1320038921,note,NER_O
1320038921,have,NER_O
1320038921,Republic of Zimbabwe,NER_Location
1320038921,Republic of Mozambique,NER_Location
1320038921,situation,NER_O
1320038921,press,NER_O
1320038921,idai,NER_O
1320038921,government,NER_O
1320038921,follow,NER_O
1320038921,releasethe,NER_O
1320038921,take,NER_O
1320038921,Mauritius,NER_Location
1320038921,cyclone,NER_O
1320038921,prevail,NER_O
1320038921,donate,NER_O
1320038921,cyclone,NER_O
1320038921,its,NER_O
1320038921,200,NER_O
1320038921,usd,NER_O
1320038921,1,NER_O
1320038921,have,NER_O
1320038921,000,NER_O
1320038921,more,NER_O
1320038921,toll,NER_O
1320038921,solidarity,NER_O
1320038921,Republic of Mozambique,NER_Location
1320038921,Zimbabwe,NER_Location
1320038921,Republic of Zimbabwe,NER_Location
1320038921,1.5,NER_O
1320038921,respectively.according,NER_O
1320038921,death,NER_O
1320038921,expression,NER_O
1320038921,people,NER_O
1320038921,authority,NER_O
1320038921,million,NER_O
1320038921,government,NER_O
1320038921,100,NER_O
1320038921,Mozambique,NER_Location
1320038921,affect,NER_O
1320038921,than,NER_O
1320038921,flooding,NER_O
1320038921,idai,NER_O
1320038921,dam,NER_O
1320038921,sweep,NER_O
1320038921,over,NER_O
1320038921,cause,NER_O
1320038921,stretch,NER_O
1320038921,land,NER_O
1320038921,vast,NER_O
1320038921,building,NER_O
1320038921,away,NER_O
1320038921,have,NER_O
1320038921,house,NER_O
1320038921,also,NER_O
1319994948,charge,NER_O
1319994948,state,NER_O
1319994948,case,NER_O
1319994948,child,NER_O
1319994948,attorney,NER_O
1319994948,four,NER_O
1319994948,"February 21, 2007",NER_Date
1319994948,Lisa Cave,NER_Person
1319994948,have,NER_O
1319994948,while,NER_O
1319994948,prosecute,NER_O
1319994948,Seeta,NER_Person
1319994948,bishundial.the,NER_O
1319994948,represent,NER_O
1319994948,knowledge,NER_O
1319994948,allege,NER_O
1319994948,Ravendra Mohabir,NER_Person
1319994948,he,NER_O
1319994948,thedefendant,NER_O
1319994948,Sara Martin,NER_Person
1319994948,carnal,NER_O
1319994948,year,NER_O
1319994948,prosecutor,NER_O
1319994948,four,NER_O
1319994948,find,NER_O
1319994948,justice,NER_O
1319994948,old,NER_O
1319994948,carnal,NER_O
1319994948,incident.dwayne,NER_O
1319994948,knowledge,NER_O
1319994948,time,NER_O
1319994948,before,NER_O
1319994948,yesterday,NER_O
1319994948,who,NER_O
1319994948,12-member,NER_O
1319994948,Jo-Ann-Barlow,NER_Person
1319994948,child,NER_O
1319994948,jury,NER_O
1319994948,Hamilton,NER_Person
1319994948,guilty,NER_O
1319994948,man,NER_O
1319994948,year,NER_O
1319994751,nagar,NER_O
1319994751,both,NER_O
1319994751,ak,NER_O
1319994751,rk,NER_O
1319994751,Jayalalithaa,NER_Person
1319994751,tiruvarur,NER_O
1319994751,seenivel,NER_O
1319994751,bose,NER_O
1319994751,from,NER_O
1319994751,Kanakaraj,NER_Person
1319994751,Tirupparankundram,NER_Location
1319994751,Karunanidhi,NER_Person
1319994751,sulur,NER_O
1319994751,along,NER_O
1319994751,last,NER_O
1319994751,minister,NER_O
1319994751,constituency,NER_O
1319994751,other,NER_O
1319994751,go,NER_O
1319994751,respects.the,NER_O
1319994751,expect,NER_O
1319994751,pay,NER_O
1319994751,announce,NER_O
1319994751,18,NER_O
1319994751,Election Commission,NER_Organization
1319994751,Lok Sabha,NER_Location
1319994751,Coimbatore,NER_Location
1319994751,by-election,NER_O
1319994751,election,NER_O
1319994751,several,NER_O
1319994751,chief,NER_O
1319994751,assembly,NER_O
1319994751,have,NER_O
1319994751,E Palaniswami,NER_Person
1319994751,April 18,NER_Date
1319994751,Sulur Assembly,NER_Organization
1319994751,who,NER_O
1319994751,village,NER_O
1319994751,away,NER_O
1319994751,near,NER_O
1319994751,newspaper.64-year-old,NER_O
1319994751,Coimbatore,NER_Location
1319994751,constituency,NER_O
1319994751,represent,NER_O
1319994751,legislator,NER_O
1319994751,Vadambacherry,NER_Location
1319994751,Sulur,NER_Location
1319994751,Tamil Nadu,NER_Location
1319994751,AIADMK,NER_Organization
1319994751,agriculturalist,NER_O
1319994751,pass,NER_O
1319994751,he,NER_O
1319994751,profession,NER_O
1319994751,while,NER_O
1319994751,kanagaraj,NER_O
1319994751,read,NER_O
1319994751,Sultanpet,NER_Location
1319994751,residence,NER_O
1319994751,mla,NER_O
1319994751,india,NER_O
1319994751,r,NER_O
1319994751,massive,NER_O
1319994751,AIADMK,NER_Organization
1319994751,after,NER_O
1319994751,cardiac,NER_O
1319994751,Anna Dravida Munnetra Kazhagam,NER_Person
1319994751,arrest,NER_O
1319994751,kanagaraj,NER_O
1319994751,suffer,NER_O
1319994751,die,NER_O
1319994751,all,NER_O
1319994751,Thursday,NER_Date
1319994751,March 21,NER_Date
1319994751,reportedly,NER_O
1319994751,result,NER_O
1319994751,would,NER_O
1319994751,survival,NER_O
1319994751,determine,NER_O
1319994751,AIADMK,NER_Organization
1319994751,bypoll,NER_O
1319994751,government,NER_O
1319994751,son,NER_O
1319994751,daughter,NER_O
1319994751,he,NER_O
1319994751,survive,NER_O
1319994751,wife,NER_O
1319994751,May 2016,NER_Date
1319994751,down,NER_O
1319994751,5,NER_O
1319994751,seat,NER_O
1319994751,kanagaraj,NER_O
1319994751,up,NER_O
1319994751,Tamil Nadu,NER_Location
1319994751,when,NER_O
1319994751,he,NER_O
